player_id,name,position,team,week,career_stage,role_description,archetype_tags,volatility,trend,health_status,adp_band,ecr_tier,trade_interest,bye_week,playoff_schedule,summary_text
rb58_2025,Justin Garcia,RB,NYG,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Up,Healthy,Round 1-2,Tier 1,High,12,Mixed playoff outlook,"Healthy Tier 1 RB in low-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
rb59_2025,Liam Adams,RB,SEA,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 11+,Tier 5,Low,9,Tough playoff matchups,"Healthy Tier 5 RB in low-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
rb60_2025,Alex King,RB,CHI,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Out,Round 9-10,Tier 4,High,10,Friendly playoff schedule,"Out with availability unclear Tier 4 RB in mid-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
rb61_2025,James Holt,RB,SF,8,veteran,"Committee back sharing touches, high production volatility",standard,High,Up,Questionable,Round 3-4,Tier 1,High,11,Friendly playoff schedule,"Minor injury concern Tier 1 RB in high-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
rb62_2025,Malik White,RB,CLE,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Down,Questionable,Round 3-4,Tier 2,High,4,Mixed playoff outlook,"Minor injury concern Tier 2 RB in high-volume passing offense, slow tempo with declining role. Mixed playoff outlook."
rb63_2025,Kyle Garcia,RB,SF,8,veteran,"Committee back sharing touches, low production volatility",standard,Low,Flat,Healthy,Round 3-4,Tier 1,Very High,10,Mixed playoff outlook,"Healthy Tier 1 RB in low-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
rb64_2025,Sam Lewis,RB,CHI,8,young breakout,"Committee back sharing touches, low production volatility",standard,Low,Flat,Healthy,Round 7-8,Tier 2,High,4,Friendly playoff schedule,"Healthy Tier 2 RB in mid-volume passing offense, slow tempo with steady usage pattern. Friendly playoff schedule."
rb65_2025,Trey Mitchell,RB,PHI,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 5-6,Tier 4,High,5,Tough playoff matchups,"Healthy Tier 4 RB in mid-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
rb66_2025,Kevin Lopez,RB,WAS,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Down,Healthy,Round 5-6,Tier 2,High,4,Mixed playoff outlook,"Healthy Tier 2 RB in high-volume passing offense, mid tempo with declining role. Mixed playoff outlook."
rb67_2025,Sean Hernandez,RB,LAC,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 1-2,Tier 1,High,6,Friendly playoff schedule,"Healthy Tier 1 RB in low-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
rb68_2025,Devon Lewis,RB,LAC,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 5-6,Tier 3,Med,11,Mixed playoff outlook,"Healthy Tier 3 RB in mid-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
rb69_2025,Ethan Campbell,RB,BUF,8,veteran,"Committee back sharing touches, low production volatility",standard,Low,Up,Healthy,Round 5-6,Tier 3,Very High,12,Friendly playoff schedule,"Healthy Tier 3 RB in mid-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
rb70_2025,David Adams,RB,WAS,8,young breakout,"Committee back sharing touches, high production volatility",standard,High,Up,Healthy,Round 7-8,Tier 4,High,11,Mixed playoff outlook,"Healthy Tier 4 RB in high-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
wr1_2025,Eric Davis,WR,LAC,8,young breakout,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Doubtful,Round 3-4,Tier 2,High,4,Mixed playoff outlook,"Doubtful with availability unclear Tier 2 WR in high-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr2_2025,Jamal Nelson,WR,SEA,8,veteran,"Possession receiver operating from slot, high weekly variance",possession_wr,High,Up,Healthy,Round 9-10,Tier 5,Very High,7,Mixed playoff outlook,"Healthy Tier 5 WR in high-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
wr3_2025,Devon Moore,WR,HOU,8,young breakout,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Down,Healthy,Round 7-8,Tier 3,High,8,Mixed playoff outlook,"Healthy Tier 3 WR in mid-volume passing offense, slow tempo with declining role. Mixed playoff outlook."
wr4_2025,Justin Miller,WR,PHI,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Up,Questionable,Round 3-4,Tier 1,High,12,Tough playoff matchups,"Minor injury concern Tier 1 WR in high-volume passing offense, mid tempo with ascending usage trend. Tough playoff matchups."
wr5_2025,Ryan Moore,WR,SF,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Up,Healthy,Round 7-8,Tier 3,High,9,Friendly playoff schedule,"Healthy Tier 3 WR in high-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
wr6_2025,Mason Mitchell,WR,CAR,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Flat,Questionable,Round 9-10,Tier 4,Low,4,Mixed playoff outlook,"Minor injury concern Tier 4 WR in mid-volume passing offense, slow tempo with steady usage pattern. Mixed playoff outlook."
wr7_2025,Ethan Adams,WR,ATL,8,veteran,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Flat,Healthy,Round 5-6,Tier 3,High,7,Mixed playoff outlook,"Healthy Tier 3 WR in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr8_2025,Isaiah Thompson,WR,LV,8,young breakout,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Up,Questionable,Round 3-4,Tier 2,High,10,Friendly playoff schedule,"Minor injury concern Tier 2 WR in high-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
wr9_2025,Liam Scott,WR,PIT,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Up,Questionable,Round 5-6,Tier 3,Low,9,Tough playoff matchups,"Minor injury concern Tier 3 WR in high-volume passing offense, fast tempo with ascending usage trend. Tough playoff matchups."
wr10_2025,Matt Adams,WR,IND,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Flat,Doubtful,Round 7-8,Tier 3,Low,10,Mixed playoff outlook,"Doubtful with availability unclear Tier 3 WR in low-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr11_2025,Kevin Allen,WR,LAC,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Up,Questionable,Round 5-6,Tier 2,Very High,12,Mixed playoff outlook,"Minor injury concern Tier 2 WR in high-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
wr12_2025,Trevor Rodriguez,WR,LAR,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Healthy,Round 1-2,Tier 1,Very High,4,Friendly playoff schedule,"Healthy Tier 1 WR in mid-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
wr13_2025,Darian Anderson,WR,BAL,8,veteran,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Up,Healthy,Round 9-10,Tier 5,Very High,7,Friendly playoff schedule,"Healthy Tier 5 WR in high-volume passing offense, mid tempo with ascending usage trend. Friendly playoff schedule."
wr14_2025,Xavier Johnson,WR,NYG,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Up,Healthy,Round 5-6,Tier 3,High,12,Friendly playoff schedule,"Healthy Tier 3 WR in mid-volume passing offense, mid tempo with ascending usage trend. Friendly playoff schedule."
wr15_2025,Brandon Martinez,WR,BUF,8,young breakout,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Up,Healthy,Round 9-10,Tier 5,Med,4,Friendly playoff schedule,"Healthy Tier 5 WR in high-volume passing offense, mid tempo with ascending usage trend. Friendly playoff schedule."
wr16_2025,Matt Nguyen,WR,PIT,8,veteran,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Down,Healthy,Round 3-4,Tier 1,Very High,9,Tough playoff matchups,"Healthy Tier 1 WR in high-volume passing offense, slow tempo with declining role. Tough playoff matchups."
wr17_2025,Mason Baker,WR,NYJ,8,veteran,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Flat,Questionable,Round 5-6,Tier 3,Low,4,Mixed playoff outlook,"Minor injury concern Tier 3 WR in low-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr18_2025,Cameron Scott,WR,ARI,8,rookie,"Outside receiver with varied route tree, low weekly variance",outside_wr,Low,Up,Healthy,Round 1-2,Tier 1,High,6,Friendly playoff schedule,"Healthy Tier 1 WR in mid-volume passing offense, mid tempo with ascending usage trend. Friendly playoff schedule."
wr19_2025,Malik Flores,WR,CHI,8,young breakout,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Flat,Healthy,Round 9-10,Tier 5,High,11,Tough playoff matchups,"Healthy Tier 5 WR in high-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
wr20_2025,Jordan Rivera,WR,KC,8,young breakout,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Flat,Healthy,Round 3-4,Tier 1,High,11,Mixed playoff outlook,"Healthy Tier 1 WR in high-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr21_2025,Sean Thompson,WR,DAL,8,young breakout,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Flat,Healthy,Round 3-4,Tier 1,Very High,11,Friendly playoff schedule,"Healthy Tier 1 WR in low-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
wr22_2025,Cameron Holt,WR,MIN,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, possession_wr",Mid,Flat,Healthy,Round 5-6,Tier 2,Med,12,Tough playoff matchups,"Healthy Tier 2 WR in mid-volume passing offense, mid tempo with steady usage pattern. Tough playoff matchups."
wr23_2025,David Campbell,WR,TB,8,veteran,"Deep-threat receiver with big-play ability, low weekly variance","deep_threat_wr, possession_wr",Low,Up,Healthy,Round 7-8,Tier 4,Med,8,Mixed playoff outlook,"Healthy Tier 4 WR in low-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
wr24_2025,Adam Anderson,WR,IND,8,young breakout,"Possession receiver operating from slot, high weekly variance",possession_wr,High,Flat,Healthy,Round 1-2,Tier 2,Very High,9,Mixed playoff outlook,"Healthy Tier 2 WR in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr25_2025,Darian Thomas,WR,TB,8,veteran,"Possession receiver operating from slot, low weekly variance",possession_wr,Low,Flat,Questionable,Round 11+,Tier 3,Med,8,Friendly playoff schedule,"Minor injury concern Tier 3 WR in high-volume passing offense, slow tempo with steady usage pattern. Friendly playoff schedule."
wr26_2025,Liam White,WR,GB,8,rookie,"Possession receiver operating from slot, high weekly variance",possession_wr,High,Flat,Healthy,Round 5-6,Tier 4,High,10,Friendly playoff schedule,"Healthy Tier 4 WR in high-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
wr27_2025,Brandon Miller,WR,KC,8,young breakout,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Down,Healthy,Round 3-4,Tier 1,High,9,Mixed playoff outlook,"Healthy Tier 1 WR in low-volume passing offense, fast tempo with declining role. Mixed playoff outlook."
wr28_2025,Darian Nelson,WR,CIN,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Out,Round 3-4,Tier 1,High,4,Mixed playoff outlook,"Out with availability unclear Tier 1 WR in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr29_2025,Sean Scott,WR,ARI,8,young breakout,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Flat,Healthy,Round 1-2,Tier 2,High,5,Mixed playoff outlook,"Healthy Tier 2 WR in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr30_2025,Malik Scott,WR,WAS,8,rookie,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Flat,Healthy,Round 3-4,Tier 2,High,4,Friendly playoff schedule,"Healthy Tier 2 WR in mid-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
wr31_2025,Justin Reed,WR,DAL,8,rookie,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Down,Healthy,Round 7-8,Tier 3,High,10,Friendly playoff schedule,"Healthy Tier 3 WR in mid-volume passing offense, fast tempo with declining role. Friendly playoff schedule."
wr32_2025,Mason Torres,WR,GB,8,rookie,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Flat,Healthy,Round 7-8,Tier 4,High,4,Mixed playoff outlook,"Healthy Tier 4 WR in high-volume passing offense, slow tempo with steady usage pattern. Mixed playoff outlook."
wr33_2025,Darian Robinson,WR,NO,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Questionable,Round 1-2,Tier 2,High,6,Tough playoff matchups,"Minor injury concern Tier 2 WR in mid-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
wr34_2025,Austin Young,WR,CLE,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Down,Healthy,Round 5-6,Tier 2,Low,5,Mixed playoff outlook,"Healthy Tier 2 WR in high-volume passing offense, slow tempo with declining role. Mixed playoff outlook."
wr35_2025,Michael Foster,WR,JAX,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Down,Healthy,Round 1-2,Tier 2,High,12,Mixed playoff outlook,"Healthy Tier 2 WR in mid-volume passing offense, slow tempo with declining role. Mixed playoff outlook."
wr36_2025,Kyle Taylor,WR,CLE,8,rookie,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Flat,Healthy,Round 5-6,Tier 4,High,6,Friendly playoff schedule,"Healthy Tier 4 WR in high-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
wr37_2025,Trey Scott,WR,LAR,8,veteran,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Up,Healthy,Round 5-6,Tier 2,High,9,Mixed playoff outlook,"Healthy Tier 2 WR in low-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
wr38_2025,Eric Allen,WR,WAS,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Flat,Questionable,Round 5-6,Tier 2,Low,8,Mixed playoff outlook,"Minor injury concern Tier 2 WR in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr39_2025,Noah Garcia,WR,CIN,8,young breakout,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Up,Doubtful,Round 3-4,Tier 1,High,11,Tough playoff matchups,"Doubtful with availability unclear Tier 1 WR in low-volume passing offense, fast tempo with ascending usage trend. Tough playoff matchups."
wr40_2025,Eric Torres,WR,IND,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Up,Healthy,Round 1-2,Tier 1,High,9,Tough playoff matchups,"Healthy Tier 1 WR in high-volume passing offense, slow tempo with ascending usage trend. Tough playoff matchups."
wr41_2025,Marcus Taylor,WR,ARI,8,veteran,"Possession receiver operating from slot, high weekly variance",possession_wr,High,Up,Healthy,Round 11+,Tier 5,Med,6,Mixed playoff outlook,"Healthy Tier 5 WR in high-volume passing offense, slow tempo with ascending usage trend. Mixed playoff outlook."
wr42_2025,Michael Mitchell,WR,NE,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Healthy,Round 11+,Tier 5,Med,9,Tough playoff matchups,"Healthy Tier 5 WR in low-volume passing offense, mid tempo with steady usage pattern. Tough playoff matchups."
wr43_2025,Ethan Turner,WR,IND,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Up,Healthy,Round 7-8,Tier 4,Low,9,Tough playoff matchups,"Healthy Tier 4 WR in low-volume passing offense, fast tempo with ascending usage trend. Tough playoff matchups."
wr44_2025,Justin Nelson,WR,CIN,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Healthy,Round 9-10,Tier 4,Med,9,Tough playoff matchups,"Healthy Tier 4 WR in high-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
wr45_2025,Ben Miller,WR,TB,8,young breakout,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Down,Out,Round 7-8,Tier 3,High,6,Mixed playoff outlook,"Out with availability unclear Tier 3 WR in mid-volume passing offense, fast tempo with declining role. Mixed playoff outlook."
wr46_2025,Justin Hernandez,WR,BAL,8,rookie,"Possession receiver operating from slot, high weekly variance",possession_wr,High,Up,Healthy,Round 7-8,Tier 3,High,12,Tough playoff matchups,"Healthy Tier 3 WR in high-volume passing offense, fast tempo with ascending usage trend. Tough playoff matchups."
wr47_2025,Devon Martinez,WR,ATL,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Up,Healthy,Round 5-6,Tier 2,Low,6,Mixed playoff outlook,"Healthy Tier 2 WR in mid-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
wr48_2025,Logan Allen,WR,PHI,8,veteran,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Flat,Healthy,Round 5-6,Tier 4,High,7,Mixed playoff outlook,"Healthy Tier 4 WR in low-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr49_2025,Darian Allen,WR,LAR,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Down,Healthy,Round 3-4,Tier 1,High,10,Friendly playoff schedule,"Healthy Tier 1 WR in high-volume passing offense, slow tempo with declining role. Friendly playoff schedule."
wr50_2025,Ethan Jones,WR,SF,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Up,Healthy,Round 9-10,Tier 4,Low,12,Friendly playoff schedule,"Healthy Tier 4 WR in high-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
wr51_2025,Lucas Allen,WR,IND,8,veteran,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Down,Out,Round 11+,Tier 5,Med,7,Mixed playoff outlook,"Out with availability unclear Tier 5 WR in mid-volume passing offense, mid tempo with declining role. Mixed playoff outlook."
wr52_2025,Nick Torres,WR,MIN,8,rookie,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, possession_wr",Mid,Up,Healthy,Round 3-4,Tier 1,Very High,4,Mixed playoff outlook,"Healthy Tier 1 WR in mid-volume passing offense, slow tempo with ascending usage trend. Mixed playoff outlook."
wr53_2025,Kyle Martinez,WR,NYJ,8,rookie,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, possession_wr",Mid,Down,Healthy,Round 7-8,Tier 4,Very High,6,Mixed playoff outlook,"Healthy Tier 4 WR in mid-volume passing offense, mid tempo with declining role. Mixed playoff outlook."
wr54_2025,Austin Williams,WR,DAL,8,rookie,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Up,Questionable,Round 11+,Tier 5,High,5,Mixed playoff outlook,"Minor injury concern Tier 5 WR in high-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
wr55_2025,Logan Walker,WR,LAR,8,rookie,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Up,Healthy,Round 5-6,Tier 3,Low,4,Tough playoff matchups,"Healthy Tier 3 WR in high-volume passing offense, mid tempo with ascending usage trend. Tough playoff matchups."
wr56_2025,Kyle Martin,WR,TB,8,rookie,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Flat,Healthy,Round 5-6,Tier 3,High,10,Tough playoff matchups,"Healthy Tier 3 WR in low-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
wr57_2025,Chris Garcia,WR,MIA,8,young breakout,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Down,Healthy,Round 9-10,Tier 5,Low,10,Mixed playoff outlook,"Healthy Tier 5 WR in high-volume passing offense, fast tempo with declining role. Mixed playoff outlook."
wr58_2025,Derek Harris,WR,LAC,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, possession_wr",Mid,Flat,Out,Round 1-2,Tier 1,High,9,Friendly playoff schedule,"Out with availability unclear Tier 1 WR in high-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
wr59_2025,Caleb Foster,WR,LAR,8,veteran,"Possession receiver operating from slot, mid weekly variance",possession_wr,Mid,Flat,Healthy,Round 5-6,Tier 2,High,6,Mixed playoff outlook,"Healthy Tier 2 WR in mid-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr60_2025,Trevor Brown,WR,DEN,8,veteran,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Flat,Healthy,Round 5-6,Tier 3,Med,12,Mixed playoff outlook,"Healthy Tier 3 WR in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr61_2025,Trevor Martin,WR,GB,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Flat,Healthy,Round 5-6,Tier 4,Very High,9,Mixed playoff outlook,"Healthy Tier 4 WR in high-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr62_2025,Nick Holt,WR,ARI,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, possession_wr",Mid,Flat,Healthy,Round 7-8,Tier 4,High,6,Mixed playoff outlook,"Healthy Tier 4 WR in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr63_2025,Ben Jackson,WR,CIN,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Healthy,Round 3-4,Tier 1,High,6,Mixed playoff outlook,"Healthy Tier 1 WR in high-volume passing offense, slow tempo with steady usage pattern. Mixed playoff outlook."
wr64_2025,James Campbell,WR,PHI,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Flat,Healthy,Round 7-8,Tier 3,High,6,Mixed playoff outlook,"Healthy Tier 3 WR in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr65_2025,David Baker,WR,TB,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Down,Healthy,Round 9-10,Tier 4,Med,10,Tough playoff matchups,"Healthy Tier 4 WR in mid-volume passing offense, fast tempo with declining role. Tough playoff matchups."
wr66_2025,Brandon Hernandez,WR,ARI,8,rookie,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Up,Healthy,Round 3-4,Tier 1,Very High,9,Mixed playoff outlook,"Healthy Tier 1 WR in high-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
wr67_2025,Kyle Mitchell,WR,ARI,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Healthy,Round 5-6,Tier 4,High,5,Tough playoff matchups,"Healthy Tier 4 WR in high-volume passing offense, mid tempo with steady usage pattern. Tough playoff matchups."
wr68_2025,James Rivera,WR,NYG,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Down,Healthy,Round 3-4,Tier 2,High,6,Mixed playoff outlook,"Healthy Tier 2 WR in high-volume passing offense, fast tempo with declining role. Mixed playoff outlook."
wr69_2025,Jordan Moore,WR,DAL,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Flat,IR,Round 9-10,Tier 4,High,8,Mixed playoff outlook,"IR with availability unclear Tier 4 WR in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr70_2025,Derek Allen,WR,TEN,8,veteran,"Possession receiver operating from slot, high weekly variance",possession_wr,High,Flat,Healthy,Round 3-4,Tier 2,High,9,Tough playoff matchups,"Healthy Tier 2 WR in high-volume passing offense, slow tempo with steady usage pattern. Tough playoff matchups."
wr71_2025,Sam Martin,WR,WAS,8,veteran,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, possession_wr",High,Flat,Healthy,Round 5-6,Tier 2,High,6,Mixed playoff outlook,"Healthy Tier 2 WR in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr72_2025,Trevor Martinez,WR,LAC,8,veteran,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Down,Healthy,Round 3-4,Tier 2,High,9,Mixed playoff outlook,"Healthy Tier 2 WR in low-volume passing offense, slow tempo with declining role. Mixed playoff outlook."
wr73_2025,Austin Garcia,WR,WAS,8,young breakout,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Down,Out,Round 7-8,Tier 3,Very High,12,Mixed playoff outlook,"Out with availability unclear Tier 3 WR in low-volume passing offense, fast tempo with declining role. Mixed playoff outlook."
wr74_2025,James Rivera,WR,BAL,8,young breakout,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Flat,Healthy,Round 7-8,Tier 4,Med,6,Tough playoff matchups,"Healthy Tier 4 WR in mid-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
wr75_2025,Justin Young,WR,NE,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Flat,Healthy,Round 7-8,Tier 2,Med,6,Mixed playoff outlook,"Healthy Tier 2 WR in low-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
wr76_2025,Ben Martin,WR,CIN,8,rookie,"Deep-threat receiver with big-play ability, high weekly variance","deep_threat_wr, outside_wr",High,Flat,Healthy,Round 3-4,Tier 2,High,8,Mixed playoff outlook,"Healthy Tier 2 WR in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
wr77_2025,Austin Torres,WR,JAX,8,young breakout,"Outside receiver with varied route tree, mid weekly variance",outside_wr,Mid,Up,Healthy,Round 5-6,Tier 2,Med,9,Friendly playoff schedule,"Healthy Tier 2 WR in high-volume passing offense, mid tempo with ascending usage trend. Friendly playoff schedule."
wr78_2025,Darian Moore,WR,KC,8,veteran,"Outside receiver with varied route tree, high weekly variance",outside_wr,High,Down,Healthy,Round 9-10,Tier 3,Med,4,Tough playoff matchups,"Healthy Tier 3 WR in mid-volume passing offense, mid tempo with declining role. Tough playoff matchups."
wr79_2025,Liam Wright,WR,LAC,8,veteran,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, possession_wr",Mid,Up,Healthy,Round 3-4,Tier 1,High,11,Friendly playoff schedule,"Healthy Tier 1 WR in low-volume passing offense, mid tempo with ascending usage trend. Friendly playoff schedule."
wr80_2025,Matt Wright,WR,LAR,8,rookie,"Deep-threat receiver with big-play ability, mid weekly variance","deep_threat_wr, outside_wr",Mid,Flat,Healthy,Round 9-10,Tier 5,Low,9,Mixed playoff outlook,"Healthy Tier 5 WR in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
