roster_id,team,prompt_type,prompt_text
27,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=2, WRs=0, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
28,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=2, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
28,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=2, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
28,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=2, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
28,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=2, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
29,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
29,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
29,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
29,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
30,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
30,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
30,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
30,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
31,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
31,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
31,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
31,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
32,1,ToM,"You are the manager of Team 1. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
32,1,Baseline,"You are the manager of Team 1. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
32,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
32,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
33,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
33,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose?"
33,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
33,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
34,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
34,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
34,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
34,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
35,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
35,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
35,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
35,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose?"
36,1,ToM,"You are the manager of Team 1. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
36,1,Baseline,"You are the manager of Team 1. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
36,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
36,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose?"
37,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
37,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
37,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
37,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
38,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
38,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
38,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
38,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
39,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
39,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
39,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
39,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose?"
40,1,ToM,"You are the manager of Team 1. Your roster: RBs=1, WRs=3, TEs=0, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
40,1,Baseline,"You are the manager of Team 1. Your roster: RBs=1, WRs=3, TEs=0, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
40,2,ToM,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=1, WRs=3, TEs=0, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
40,2,Baseline,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=1, WRs=3, TEs=0, QBs=0. Their trade need score: -2.
What trade would you propose?"
41,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
41,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose?"
41,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
41,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose?"
42,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
42,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
42,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
42,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose?"
43,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=2, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
43,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=2, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
43,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=2, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
43,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=2, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
44,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=3, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
44,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=2, WRs=4, TEs=3, QBs=0. Their trade need score: -2.
What trade would you propose?"
44,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=3, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
44,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=4, TEs=3, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
45,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
45,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
45,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
45,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
46,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=0, WRs=4, TEs=2, QBs=0. Their trade need score: -4.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
46,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=0, WRs=4, TEs=2, QBs=0. Their trade need score: -4.
What trade would you propose?"
46,2,ToM,"You are the manager of Team 2. Your roster: RBs=0, WRs=4, TEs=2, QBs=0. Your trade need score: -4.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
46,2,Baseline,"You are the manager of Team 2. Your roster: RBs=0, WRs=4, TEs=2, QBs=0. Your trade need score: -4.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose?"
47,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
47,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
47,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
47,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
48,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
48,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
48,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
48,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
49,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
49,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose?"
49,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
49,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
50,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=0, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
50,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=0, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
50,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=0, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
50,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=0, QBs=0. Their trade need score: -1.
What trade would you propose?"
51,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
51,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose?"
51,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
51,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
52,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
52,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose?"
52,2,ToM,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
52,2,Baseline,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
53,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=3, TEs=1, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=2, WRs=2, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
53,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=3, TEs=1, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=2, WRs=2, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
53,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=2, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=5, WRs=3, TEs=1, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
53,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=2, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=5, WRs=3, TEs=1, QBs=0. Their trade need score: 2.
What trade would you propose?"
54,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
54,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
