scenario_id,variant,model,belief_modeling,perspective_taking,consistency,explanation_quality,overall,justification
36,baseline,gemini-2.5-pro,1,1,2,2,30,"Proposal ignores Team B’s mindset: a 3-5, ceiling-chasing, consensus-trusting manager is unlikely to trade a Tier 1 workhorse (Josh Martin) for a Tier 3 committee RB and a Tier 4 TE. B also targets injured players as buy-lows, not sell-highs. Additionally, Team A’s stated avoidance of injury concerns clashes with acquiring a Questionable RB. Rationale only covers A’s needs and lacks evidence-based reasoning for B’s acceptance."
20,simulate_opponent,claude-4.5-sonnet,1,2,1,1,25,"B highly values young, ascending dual-threat QBs and already has two Tier 1 options; trading Jake Green for a Tier 4 QB plus a Tier 4 WR in a low-volume offense ignores B’s preferences and surplus. A also asks for an injured WR despite A’s injury-averse profile. The offer doesn’t address B’s likely needs (premium WR/RB upgrade) and overestimates acceptance. Rationale is generic and unsupported."
46,tom_explicit,gpt-5,4,3,4,3,70,"Good read on Team B: values upside, dual-threat QB, young ascending pieces, and has TE depth (Taylor), making Liam expendable. Offer fits B’s needs (QB, elite WR) and tolerance for minor injury. However, it barely addresses Team A’s aims; no explicit nod to A offloading variance/injury or RB depth needs. Calling Liam a “sell high” is questionable given declining role. Overall coherent and plausible, but rationale is thin and slightly imprecise."
11,simulate_opponent,gpt-5,2,2,1,1,30,"Acknowledges Team B’s WR surplus and urgent need for reliable production, but misreads their preferences. Calling Ethan Turner an “TE1 upgrade” is inaccurate (Tier 4 vs B’s Tier 3/4 options), and Sean Adams is Out and not a steady RB or workhorse. Asking for B’s consistent possession WR (Caleb Foster, Tier 2) conflicts with B’s needs for immediate, stable starters. Rationale is brief and not evidence-based."
12,tom_explicit,gemini-2.5-pro,3,3,2,2,50,"Captures basic motives: A wants floor, B can chase ceiling. However, it lacks nuanced modeling of B’s preferences (e.g., dual-threat QB bias, roster depth) and A’s consensus-driven behavior. The offer is inconsistent: A trades a Tier 1 RB plus a Tier 2 WR for B’s Tier 3 ‘stable’ RB, contradicting A’s reliance on expert rankings/volume. Explanation is terse and not grounded in tiers, roles, or depth; health context is coherent but value logic is weak."
13,tom_explicit,claude-4.5-sonnet,3,4,3,3,65,"Good recognition that B values reliability and would be wary of swapping a steady RB for volatile pieces, with clear separation of A vs. B incentives. However, it misreads value signals (Josh Robinson listed as Tier 5 and a rookie vs. B’s preference for proven vets; Noah Carter is Tier 1, so Robinson isn’t clearly indispensable). WR depth concerns for B are overstated. Explanation is specific but undercut by these inconsistencies."
5,tom_explicit,claude-4.5-sonnet,3,4,2,3,60,"Good recognition of B’s conservative floor-seeking and contrarian streak, plus WR depth and Taylor’s volatility/tough playoff slate. However, it overlooks B’s stated preference for possession receivers and high-powered offenses—Anderson (Tier 5, outside, mid variance, not possession) doesn’t fit. Trading B’s Tier 1 workhorse (Taylor) for a Tier 5 workhorse (Robinson) contradicts zero-RB scarcity value. Reasoning distinguishes A vs B aims, but the offer is lopsided and rationale overstates Anderson’s stability, reducing coherence."
1,baseline,gemini-2.5-pro,1,1,3,2,35,"Rationale only reflects Team A’s desire for a stable RB floor and ignores Team B’s conservative mindset and preference for keeping reliable RBs. Ben King aligns with B’s floor-centric values, making it unlikely they would trade him for a mid-variance WR (Trevor Brown) and an ascending but volatile committee RB (David Carter). The offer is feasible but misaligned with B’s incentives. Explanation is brief and not grounded in roster contexts."
21,tom_implicit,claude-4.5-sonnet,2,2,3,1,40,"Offer ignores B’s urgent need for RB stability by asking them to give up their only Tier 2 RB for a committee RB3. While Isaiah Thompson fits ‘young ascending,’ B already has strong WRs, so positional incentive is weak. Rationale is generic and mismatched (labels the wrong WR as low-volatility), showing limited ToM. Trade is plausible but not well-aligned with B’s preferences or situation."
3,baseline,gpt-5,2,2,3,2,45,"Trade hints B might like a Tier 1 TE buy-low, but doesn’t explicitly model B’s consensus-trusting, rookie-upside, and playoff-SOS focus (King is a young breakout with tough playoff slate; Walker has tough playoff matchups). A’s rationale notes RB stability and TE playoff outlook, but acquiring another Doubtful TE conflicts with A’s injury-averse profile. Internally coherent on volatility and schedule, yet weak on why B would surrender King. Explanation is brief and light on B’s incentives."
40,simulate_opponent,gemini-2.5-pro,2,2,1,1,30,Acknowledges B’s desire for low-volatility depth and playoff schedules but ignores that a conservative 8-0 manager who trusts rankings won’t trade a Tier 1 WR and Tier 1 RB with friendly playoff slates for a Tier 4 RB and Tier 5 WR. The offer is badly lopsided and the 0.65 acceptance is unrealistic. Rationale is vague and not grounded in player tiers/roles.
27,tom_explicit,gemini-2.5-pro,1,2,2,1,30,"Recognizes B’s urgency but ignores B’s preference for reliable workhorse RBs and established talent. Trading Sam Lewis (stable Tier 2 RB) weakens B’s thin RB room, while Moore (Tier 3, declining role) and Wright (Tier 5 deep threat) don’t fit B’s consistency bias and WR depth. The rationale is generic and overstates value (“two solid starters”), with little two-sided reasoning. Feasible but poorly aligned with B’s beliefs and needs."
24,baseline,gemini-2.5-pro,0,0,1,1,10,"Proposal ignores Team B’s conservative, injury-averse profile and preference for volume/possession WRs. Asking for a doubtful Tier-1 TE for a volatile Tier-4 deep-threat WR is unrealistic. It also conflicts with Team A’s injury-cautious approach by targeting an injured player. No reasoning about Team B’s incentives, roster depth, or schedule considerations; rationale is generic and one-sided."
24,tom_implicit,gpt-5,2,2,2,1,35,"It misreads Team A’s injury-averse, floor-seeking profile by asking them to take a Doubtful TE and a high-variance QB while giving up their safer, ascending QB. For Team B, it acknowledges QB stability and SoS but ignores B’s strict injury avoidance by sending them a Questionable TE and overlooks their existing QB stability (Austin Reed). The rationale is brief and generic; “A upgrades TE floor” is inaccurate given Anderson’s injury. Overall fit and value logic are shaky."
34,tom_explicit,gemini-2.5-pro,2,3,2,2,45,"Identifies B’s desire for stability but mislabels Trevor Martin as stable and ignores B’s preference for possession WRs and expert rankings. Asking B to give up Tier 2 Michael Foster for Tier 4 Martin conflicts with B’s consensus-driven approach. Only Campbell fits B’s floor need. Trade is also contextually shaky as B already rosters Trevor Martin. Rationale is brief and generic, with an overly optimistic acceptance probability."
38,simulate_opponent,claude-4.5-sonnet,3,4,4,2,65,"Accurately notes B’s desire for a QB upgrade and big-play WR, aligned with consensus trust. Misses B’s strong injury aversion and creates RB depth risk by sending away Harris plus Nelson, leaving B reliant on a Questionable RB. Reasoning separates A’s need for RB depth from B’s upgrades but is terse and light on specifics (tiers, schedules). Trade is coherent and plausible, but ToM about B’s risk tolerance and depth needs is only partial."
38,tom_explicit,gpt-5,2,3,4,2,55,"Acknowledges B might like a dual-threat QB with good playoff schedule, but misses B’s glaring QB need, consensus-driven style, and injury aversion explicitly. Does separate A’s desire for volatile RBs from B’s incentives, albeit briefly. Trade is feasible and roster-coherent (A has another Tier 2 QB; B upgrades from no usable QB), though value is lopsided. Rationale is thin and asserts fairness without support."
18,tom_implicit,claude-4.5-sonnet,2,3,2,1,40,"Acknowledges A’s desire for a workhorse, but misreads B’s needs: calls it a TE upgrade though B already has a Tier 2 TE, and labels the returns as ‘consistent floor’ despite volatile/low-usage pieces. Ignores B’s preference for possession WRs and injured buy-lows, though swapping a Tier 5 RB for a Tier 1 RB might appeal to B’s ranking-trust. The rationale is brief and partly inaccurate."
24,simulate_opponent,gemini-2.5-pro,1,2,1,1,25,"Misreads Team B: labels Anderson “high-volatility” despite high usage; ignores B’s injury aversion while assuming they’ll trade an injured TE; offers a committee RB and Tier 4 WR that don’t match B’s workhorse/possession-volume preferences. Overlooks B’s healthy Tier 2 TE (Roberts), so TE isn’t a need. Also conflicts with Team A’s injury-cautious profile by acquiring a doubtful TE. Acceptance probability is overstated."
26,tom_explicit,gpt-5,2,1,2,1,30,"Recognizes Team B’s taste for upside, but ignores that B trusts established talent and likes buying (not selling) injured stars—making trading away Tyler Anderson unlikely. Fails to consider Team A’s conservative preference for workhorse RBs; A gives up a healthy Tier 1 RB for two injured pieces. Claims Liam Adams can backfill an elite TE is incoherent. Rationale is generic and thin on roster/context specifics."
45,baseline,gemini-2.5-pro,1,1,2,1,25,"Proposal ignores Team B’s ceiling-chasing, expert-consensus mindset and their preference for young ascending players with strong playoff schedules—traits Isaiah Thompson has. Offering a Tier 5 workhorse RB for a Tier 2 ascending WR is a value mismatch; no argument why B would part with Isaiah or how it fits B’s roster. P_accept is optimistic; rationale is generic and mislabels Isaiah as a “reliable WR1.”"
35,simulate_opponent,claude-4.5-sonnet,3,3,4,2,60,"Offer aligns with B’s urgent need for healthy starters (Johnson + Campbell) and cautious injury stance, while A upgrades to a steadier RB and can stash an out WR given a 7-1 record. However, the rationale barely engages B’s contrarian/established-talent bias and misstates A’s return (“ascending youth with targets” despite Ben Miller being out). Trade is feasible and roster-coherent, but the ToM reasoning is only moderately explicit and the explanation is thin and partly inaccurate."
24,baseline,gpt-5,1,1,2,1,25,"Proposal centers on Team A’s gains and ignores Team B’s stated preferences (volume, friendly schedule, injury avoidance). Asking for an injured TE (Anderson) contradicts Team A’s injury-cautious profile. B would likely resist swapping Josh Garcia’s friendly playoff schedule for Jordan Foster’s tough slate and declining role. Rationale is brief and not tailored to B’s mindset."
49,tom_explicit,gpt-5,3,2,1,2,40,"Identifies B’s need for safe RB touches, but ignores B’s preference for workhorse workloads and high targets/touches. The offer is wildly lopsided: two high-floor, high-value RBs (Tier 1/2) for a declining Tier 5 WR. Mislabels it as floor-for-ceiling—A would be losing ceiling and value. Minimal consideration of A’s incentives. Rationale is brief and generic; doesn’t address role fits or usage trends. B would likely snap-accept, contradicting the 0.6 acceptance estimate."
21,simulate_opponent,gemini-2.5-pro,3,1,2,2,40,"It notes Team B’s urgent need for wins/depth and offers a young breakout WR plus a stable RB, which fits B’s consensus-driven, conservative style. However, it ignores B’s specific preference for possession targets and overstates the difficulty of acceptance (0.7 when it’s a slam dunk). Crucially, it fails to consider Team A’s objectives—this deal is disastrously bad for A—making the proposal internally misaligned. Rationale is brief and generic."
35,simulate_opponent,gpt-5,3,4,4,3,70,"The offer identifies B’s need for a healthy, stable QB and references playoff schedule, while giving A a TE upgrade from B’s depth. However, it underplays B’s mindset: contrarian tendencies and preference for established talent vs rookie hype, and that Allen is B’s best TE. It also omits key context (B’s QB is Questionable with tough playoffs). The trade is coherent and balanced positionally, but the rationale is too generic and lacks specific, scenario-grounded details."
19,baseline,gemini-2.5-pro,1,1,2,2,30,"Rationale focuses only on Team A’s needs (RB weakness, TE depth) and ignores Team B’s preferences. B values rookie/committee RBs and strength of schedule—Josh Garcia fits both—so he’s unlikely to be moved for an injured, low-tier TE (Justin Wright). While trading TE depth for RB help is structurally coherent, the valuation and injury context make acceptance implausible. Explanation is brief and lacks B-centric reasoning."
2,simulate_opponent,claude-4.5-sonnet,2,2,2,1,35,"Identifies B’s zero-RB tendency but misreads need: B already has a Tier 1 RB. Ignores B’s reliance on expert rankings and strong WR/TE depth. Claims A ‘upgrades’ WR/TE despite asking only for a Tier 4 WR and Tier 4 TE—net downgrade for A. Trade is feasible and B would likely accept (even more than 0.72), but the reasoning is shallow and not grounded in player tiers, roles, or B’s roster construction and preferences."
47,simulate_opponent,claude-4.5-sonnet,1,2,2,1,30,"Misreads Team B: labels Brandon Martinez as a stable possession WR, but he’s a Tier 5 outside WR with variance—misaligned with B’s preference for possession targets and floor. Little evidence of B’s consensus-driven, injury-averse mindset or 7–1 incentives. Trade is feasible, but A gives up Sean Hernandez (Tier 1, friendly playoffs) for Xavier Rodriguez (Tier 1, declining role, tough playoffs), clashing with A’s conservative priorities. Rationale is generic and lacks context; p_accept_B is overstated for a lateral RB swap plus fringe WR."
24,tom_explicit,gemini-2.5-pro,2,3,2,2,45,"Attempts ToM by noting B’s volatile WR room and A’s RB desire, but mislabels Nick Holt as a stable possession WR (he’s a Tier 4 deep-threat with mid variance). B prioritizes volume, floor, and strength of schedule; trading away Josh Garcia (Tier 2 RB, friendly playoffs) for Holt (mixed playoffs) misaligns with B’s values. A already has multiple RBs, weakening the ‘need’ claim. The 0.7 acceptance probability is optimistic and the rationale is thin and somewhat inaccurate."
12,tom_explicit,gpt-5,3,3,2,2,50,"Captures B’s ceiling preference and interest in dual-threat QBs, and notes A’s desire for a pocket passer. However, it overlooks B’s RB scarcity (trading away their only Tier 1 RB) and A’s conservative, win-now needs versus taking a Tier 4 QB. The value balance is questionable, making B’s 0.6 acceptance optimistic. Rationale is brief and light on roster/context details."
9,simulate_opponent,gpt-5,2,2,2,1,35,"Mentions B’s desire for stability but ignores zero-RB philosophy, injury aversion, and urgent need for wins. Claims ‘stable floors’ while offering Nick Torres, who isn’t clearly a floor WR. Asking B to give up their lone workhorse RB (Taylor) for a committee RB (Lewis) is unlikely at 1-7. Rationale is a one-liner with no roster, schedule, or role detail, showing limited ToM depth."
39,simulate_opponent,gemini-2.5-pro,2,3,4,2,55,"It notes Team B’s preference for deep-threat WRs but ignores B’s contrarian style, dual-threat QB interest, and the RB depth hit from losing their only RB1. The offer is positionally and health-wise coherent (WR1 for RB1) and fits Team A’s urgency, but it under-models B’s incentives and roster balance. Rationale is very brief and light on evidence."
46,baseline,gpt-5,1,1,1,1,20,"Doesn’t model Team B’s motives: B values upside and already has a better TE, so swapping Thompson for a depth TE and volatile WR is unlikely. Rationale is internally inconsistent—claims TE upgrade while asking for a downgrade (Liam < Isaiah). Also misfits Team A’s preference for reliable, workhorse RBs by targeting a volatile committee back. Explanation is generic and unspecific."
12,simulate_opponent,claude-4.5-sonnet,3,3,4,2,60,"Captures B’s preference for dual-threat QB and A’s desire for a pocket passer/floor, but offers minimal ToM nuance. It doesn’t reference B’s 8-0 cushion, upside bias, IR QB context, or RB depth that would ease moving Ben King. It also overstates Ben King’s “consistent floor” despite a declining role and tough playoffs, and Isaiah Lee’s stability is debatable (Tier 4, mid variance). Trade is generally coherent, but rationale is too brief and the 0.72 acceptance probability isn’t justified."
12,baseline,gemini-2.5-pro,1,1,1,2,25,"Rationale focuses only on Team A’s desire for stability and ignores Team B’s incentives. No modeling of B’s upside preference or willingness to take on injured/volatile assets. The trade is wildly lopsided (A sends a Tier 1 RB and Tier 2 WR for B’s Tier 3 RB with declining role), conflicting with A’s urgent need to win and conservative style. Explanation is concise but generic, with minimal scenario grounding and no discussion of B’s motivations."
37,tom_explicit,gemini-2.5-pro,2,2,2,2,40,"Identifies B’s WR volatility and Taylor’s tough playoff slate, but misses key beliefs: B prizes volume/stability, trusts consensus, and prefers possession WRs. Offering Justin Reed (boom-bust, declining role) plus Mason Robinson (injured, committee) for a Tier 1 workhorse misaligns with B’s risk-averse style despite RB surplus. Structure is feasible, but value/fit are off. Rationale is brief and somewhat misleading; acceptance probability is overstated."
19,tom_implicit,claude-4.5-sonnet,1,1,2,1,25,"Proposal ignores Team B’s likely high valuation of Josh Garcia (rookie, upside, friendly playoff schedule) and their consensus-trusting style. Offering Austin Wright (Tier 5) and a middling TE won’t match B’s priorities. It also clashes with Team A’s conservative, floor-oriented approach by targeting a volatile committee rookie. Explanation is vague and doesn’t distinguish A’s needs from B’s incentives. Trade is structurally feasible but value and motivation fit are poor."
2,simulate_opponent,gpt-5,2,2,2,1,35,"Recognizes B would value workhorse touches, but ignores B’s zero-RB approach and emphasis on target volume; trading away Devon Lewis and a target-earning TE runs counter. A’s “TE upgrade” is incorrect (Tier 4 Michael Roberts vs A’s Tier 3 Brian Scott), and A loses a Tier 1 workhorse RB, so “retains RB depth” is false. Feasible but heavily favors B; reasoning is brief and thin on roster/tier context."
45,simulate_opponent,gemini-2.5-pro,2,2,2,1,35,"Acknowledges B’s WR depth but misreads B’s beliefs: B trusts consensus and values young ascending WRs—Isaiah Thompson (Tier 2, ascending, friendly playoffs) fits perfectly. Claiming B “lacks a high-ceiling rookie RB” ignores Nick Roberts (Tier 2). Swap is a WR downgrade (Thompson -> Campbell Tier 3) for a lateral RB move (Wright Tier 5 -> Robinson Tier 5). Calling Thompson a “reliable WR1” is inconsistent. Acceptance probability is overstated."
10,tom_implicit,gpt-5,1,2,1,1,25,"B is 1-7 and conservative; this offer sends them an injured committee RB and a volatile WR while taking their only healthy QB (James Jones), hurting immediate wins. B values volume and veterans; Torres/White don’t fit. TE swap is dubious: A already has a Tier 1 TE, while Marcus Garcia is Tier 4—no upgrade for A, nor clear benefit for B. Rationale is generic and ignores key roster realities and preferences."
31,baseline,gpt-5,1,1,3,2,35,"Offer targets B’s surplus at WR but ignores B’s mindset in the rationale. While including an injured committee RB (buy-low) and a volatile WR loosely fits B’s preferences, the model doesn’t articulate that. Value is lopsided for a Tier 1 WR; TE add-in doesn’t help B (already has Tier 1 TE). Reasoning is brief and A-centric, with minimal evidence of modeling B’s beliefs, needs, or playoff priorities."
17,baseline,gpt-5,0,1,3,1,25,"Proposal ignores Team B’s beliefs and needs: B values dual-threat QBs and avoids injury risk, yet A asks for B’s only healthy dual-threat QB while offering a pocket QB plus an IR WR. Both teams are 0-8 and need immediate production; an IR WR is useless to B. The rationale is A-centric and shallow, with no mention of B’s incentives or constraints. Mechanically feasible but strategically misaligned."
37,tom_explicit,gpt-5,2,3,3,2,50,"Identifies B as QB-rich and seeking floor/depth, but misreads B’s strict preference for workhorse RBs and possession WRs; the offered pieces are volatile committees and a boom/bust WR. Separates A’s playoff/injury-buy logic from B’s needs, but shallowly. Trade is feasible and A’s interest in an injured dual-threat with good playoff slate is coherent, yet A overpays and still lacks a current starting QB. Rationale is terse and omits key context (B’s consensus-driven mindset, Lucas Carter’s uncertainty, A’s QB void)."
34,tom_explicit,claude-4.5-sonnet,3,3,4,3,65,"Understands B’s need for stable floors and win-now schedules, offering a low-variance QB upgrade and steady RB. However, it underplays B’s preference for young ascending players and doesn’t note Harris’s minor injury risk. Perspective-taking is fair but doesn’t articulate A’s upside-seeking motives. The trade is coherent given B’s weak QB room and RB depth, but the rationale is very brief and misses specific roster-context details."
2,tom_implicit,gemini-2.5-pro,2,2,2,2,40,"Mentions B’s playoff push and deep-threat appeal but ignores B’s consensus-driven mindset, targets/touches focus, and zero-RB tendencies. Trade value is off: swapping Tier 1 RBs while asking for a Tier 4 TE that A doesn’t need (A already has a Tier 3 TE). Hernandez’s friendly playoff schedule likely makes him preferred to Taylor. Rationale is brief and generic; acceptance probability seems inflated."
3,tom_explicit,gpt-5,3,3,2,2,50,"Good nod to B’s preference for dual-threat QBs, rookies, and playoff schedule. However, it overlooks B’s trust in consensus (trading a Tier 1 QB for Tier 2) and comfort with injury risk, reducing likelihood to move Harris. From A’s side, acquiring a questionable QB conflicts with A’s injury-averse profile and Ben King isn’t a workhorse. Rationale is brief and lacks detail."
42,tom_implicit,gemini-2.5-pro,2,2,3,1,40,"Slight nod to B’s desire for reliability, but it ignores B’s injury aversion by offering an Out RB and overstates playoff schedule benefits. Campbell isn’t clearly the possession-type B prefers, and the rationale doesn’t reference B’s TE surplus or SoS focus meaningfully. The offer is mechanically feasible and somewhat logical (A needs TE; B has TE depth), but acceptance odds seem overstated. Explanation is brief and not evidence-based."
41,tom_explicit,claude-4.5-sonnet,1,2,3,1,35,"Rationale misreads Team B’s preferences and assets: it claims B gains consistency, but B would be giving up their consistent TE (Noah Brown) for a volatile WR (Sam Martin) and a mid-tier RB. Little attention to B’s stated love of possession/reliability or to A’s ceiling-chasing motives. The trade is roster-feasible (B has another TE2; A could use a stable TE), but motivations and value alignment are off. Explanation is brief and incorrect."
27,simulate_opponent,gpt-5,2,2,3,1,40,"Brief rationale ignores Team B’s stated priorities: they value consistent, workhorse-like RBs and urgently need wins; trading away their most stable RB (Sam Lewis) for a committee RB (Liam Carter) plus WR depth may not fit. No mention of B’s TE problem or stack preferences. Offer is feasible and could be value-positive for B, but ToM reasoning is shallow and generic."
29,tom_explicit,gpt-5,2,2,2,1,35,"Acknowledges B’s love of deep threats/rookies but ignores B’s strategy of buying injured players and need context (TE room, QB). Offer is lopsided: A gives a healthy Tier 1 RB for TE4/WR4—poor for a 1-7 team needing wins. Minimal separation of A vs. B incentives and very thin rationale. Probability of B acceptance likely underestimated given value tilt."
1,tom_implicit,gpt-5,2,2,1,1,30,"Acknowledges B’s preference for pocket passers/possession WRs, but ignores that B already has a Tier 1 QB and values RB workload/consensus, making surrendering a Tier 2 RB (even doubtful) unlikely. Marcus Taylor is Tier 5 with high variance, not a stable floor. Claim that A gains stability is inconsistent (White doubtful, Liam Adams Tier 4 declining). Rationale is brief and not grounded in roster context or injuries."
39,baseline,gpt-5,2,2,4,2,50,"Deal is structurally plausible: B needs a QB upgrade and has surplus TEs, making Holt-for-Brown concept coherent. But the rationale is A-centric and doesn’t model B’s contrarian mindset or preference for dual-threat upside, nor justify why B parts with Brown. It also ignores A’s urgent need for wins while downgrading QB depth from Tier 2 to Tier 4. Explanation is clear but shallow, offering little explicit ToM reasoning."
35,tom_implicit,gpt-5,3,3,4,3,65,"Identifies B’s interest in established talent and friendly playoff schedules and addresses B’s QB/WR needs by dealing from RB depth. Separates aims (A consolidates into upside RB), but misses B’s urgency for immediate wins and contrarian tendencies. Trade is roster-coherent, though A losing its only fully healthy top QB conflicts with A’s injury-cautious profile. Rationale is concise but light on specifics."
12,tom_explicit,claude-4.5-sonnet,3,3,3,2,55,"Correctly targets B’s preference for dual-threat QBs by offering Tyler Lewis and adds a steady WR. Separates sides by giving A a pocket passer and floor RB, fitting A’s conservative archetype. However, it misreads A’s urgent need to win now (“rebuild”) and overpays by moving a Tier 1 WR. It doesn’t leverage B’s IR Tier 1 QB context explicitly, nor A’s WR needs/stack preference. Rationale is brief and lacks roster/usage specifics."
46,simulate_opponent,gpt-5,3,3,2,2,50,"Correctly notes B would value a young upside WR and can spare an RB, but lacks nuance about B’s roster/needs. Considers both sides, yet shallow. Trade fit for A is weak: A prefers workhorse RBs in high-powered offenses; Malik is a committee Tier 3 in a mid-volume offense. Value is lopsided (Tier 1 WR for Tier 3 RB). Explanation is overly generic and doesn’t reference specific roster context or archetype fit."
4,tom_explicit,claude-4.5-sonnet,3,2,2,1,40,"It notes Team B’s appetite for ceiling and rookies, but ignores B’s comfort buying low on injured stars (making them less eager to swap Josh Martin). It misreads Team A’s preferences: A is injury-averse yet targets a Questionable RB and doesn’t gain a possession WR. The “consistency + friendly schedule” claim is thin (only Torres has friendly playoffs; Martin is mixed). Trade is feasible but lopsided and poorly justified."
20,tom_implicit,claude-4.5-sonnet,1,2,1,1,25,"Fails to model Team B: they prefer young ascending players and dual-threat QBs; offer asks B to give up Jake Green (Tier 1) and Devon Lewis for a Tier 4 QB with declining role and a Tier 4 WR in a low-volume offense. The “veteran stability” claim is inaccurate. Though B has QB surplus, they’d demand premium value, not a clear downgrade plus fringe WR. Rationale is generic, lacks roster/context specifics, and acceptance probability is unrealistic."
11,tom_explicit,gemini-2.5-pro,1,2,3,2,40,"Team B is 0-8, prefers reliable floors and possession WRs; trading away Caleb Foster (steady Tier 2 possession WR) for Kyle Taylor (Tier 4, high-variance rookie) conflicts with B’s stated values and urgent need for stability. The pitch frames upside and playoff schedule—misaligned with B’s immediate win-now priority—so acceptance is overestimated. The offer is structurally feasible and suits Team A’s goals, but the rationale is thin and not grounded in B’s motives."
38,tom_implicit,gemini-2.5-pro,3,3,3,2,55,"Correctly targets B’s dual-threat QB preference and lets B unload an injured WR, but ignores B’s fondness for deep-threat WRs and the risk of weakening B’s RB corps by losing Harris. A’s return (floor RB) conflicts with A’s ceiling-chasing style. Rationale is terse and doesn’t reference B’s QB scarcity, injury avoidance, or strength-of-schedule details. Trade is feasible but only moderately aligned with both sides’ incentives."
41,tom_explicit,gpt-5,2,2,2,1,35,"Sending Flores addresses B’s QB hole, but labeling Lucas (Out, Tier 5) as a reliable vet misreads B’s need for healthy, consistent contributors and possession profiles. Requesting Malik (productive deep threat) plus a TE while offering an injured WR is unbalanced. TE piece is expendable for B, but overall fit and fairness are weak. The rationale is generic and omits key context (B’s QB vacancy, B’s consistency preference), making the 0.55 acceptance estimate optimistic."
40,simulate_opponent,gpt-5,2,2,3,2,45,"Recognizes B’s preference for floor and playoff schedule, but ignores B’s reliance on their only healthy Tier 2 TE (Brian Hill) and that B trusts consensus—trading a Tier 2 WR (Young) plus Hill for a Tier 5 WR and a committee RB is unlikely. Perspective is mostly A-centric. The explanation is generic and misses B’s TE depth and ranking-driven mindset. Trade is feasible but misaligned with B’s incentives; acceptance probability is overstated."
39,tom_implicit,claude-4.5-sonnet,2,2,4,2,50,"Mentions B’s volatility preference but misapplies it to justify B giving up players they’d likely value. Overlooks B’s clear QB need and how Derek White fits, as well as A’s buy-low-on-injured tendency (Jordan Moore). The trade itself is plausible and roster-coherent: A gains a Tier 1 RB and an injured WR, B gains a dual-threat QB and a Tier 1 deep-threat WR. However, the rationale is generic, thin on evidence, and doesn’t separate A’s urgency from B’s playoff-positioned incentives."
25,simulate_opponent,claude-4.5-sonnet,3,3,4,2,60,"Captures some of Team B’s incentives (zero-RB, dual-threat QB upgrade) but ignores B’s strong preference for rookies/consensus—Cameron Scott is a Tier 1 rookie likely valued highly. Minimal attention to B’s injury-buy tendency and QB bye overlap (Green/Holt both Week 10). Trade is roster-coherent and plausible, but A overpays and rationale is thin, lacking specifics on roles, byes, and playoff outlooks."
49,baseline,gpt-5,1,2,3,2,40,"A’s rationale is A-centric and overlooks B’s conservative, win-now priorities. B values targets/touches and stable floors; Noah Brown is their high-target TE, so swapping him for Darian Taylor (more volatile, tougher playoff slate) is a downgrade. Justin Young is a starting-caliber WR; losing him for Brian Harris (committee, not a workhorse) and Austin Wright (replacement-level) doesn’t fit B’s workhorse/volume bias. Trade is feasible roster-wise and returns a TE, but the reasoning is sparse and not grounded in B’s incentives."
31,baseline,claude-4.5-sonnet,2,1,2,1,30,"Proposal barely models Team B’s mindset. It ignores B’s elite RB value, existing TE strength (has a Tier 1 TE), and preference for high-upside/injured targets with playoff edges. Throw-ins are low-tier (two Tier 4 TEs, Tier 5 rookie WR) and don’t match B’s needs despite liking rookies. Rationale is Team A–centric and generic. While a 3-for-1 is structurally coherent, it’s value-incoherent for a 7–1 team giving up a Tier 1 RB."
18,tom_implicit,gemini-2.5-pro,2,3,2,2,45,"The offer nods to Team B’s floor preference but misreads their valuation: Austin Torres is their best WR (Tier 2, ascending, friendly playoff schedule) and suits their conservative style. Ben King is a Tier 3 committee back with a declining role and tough playoff slate—unlikely to rank above Torres. Team B’s WR depth is thin, they trust expert rankings, and their injury-buying tendency isn’t leveraged. The 0.65 accept probability is optimistic. Rationale is brief and lacks concrete roster/context details."
28,simulate_opponent,claude-4.5-sonnet,2,2,1,1,30,"Misreads Team B’s needs and values: B already has multiple stable pocket QBs, so Lucas Hall adds little. Asking for Ben King (a low-variance RB B needs) and Austin Torres while offering an injured WR (Derek Harris) undermines B’s urgent-win, floor-first mindset despite comfort with injuries. Roles are mislabeled (Harris as possession, Torres as consistent-target WR). The acceptance probability is unrealistic. Rationale is generic and not roster- or context-specific."
31,tom_explicit,gemini-2.5-pro,4,4,3,3,70,"Good read that Team B lacks RB depth and targets injured/committee upside; offering a doubtful Tier 2 RB plus a committee back aligns with those tastes. It also states Team A’s consolidation goal. However, it underrates Jordan Rivera’s Tier 1 value and overestimates B’s acceptance; a 7-1 team may prefer elite consolidation over a 2-for-1. Rationale is brief and doesn’t cite playoff schedule/O-line factors B values. Trade is plausible but light for Rivera."
9,tom_implicit,claude-4.5-sonnet,1,1,2,1,25,"Team B is conservative, injury-averse, prefers possession WRs, and follows zero RB. Asking them to give up a Tier 1 workhorse (Ryan Taylor) and depth RB for two boom/bust deep threats (one questionable, one declining) ignores their values and urgent need for stable weekly points. The rationale is generic and unsupported. While the swap is mechanically possible, it’s misaligned with B’s philosophy and incentives, making acceptance unlikely."
